Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
0a5b5f03-97d2-4464-b844-ed897827dc7f,1996-11-16,,999-87-5913,S99935106,X56994797X,Mr.,Darwin703,Jae222,Langworth352,,,M,white,nonhispanic,M,San Diego  California  US,721 West Ferry Suite 5,Irvine,California,Orange County,6059.0,92606,33.77079731706031,-117.78997346112143,6000.0,113086.82,2906
f44f481a-2ae2-341b-8048-d37500692588,1995-10-03,,999-34-3399,S99979670,X55597073X,Mrs.,Cynthia180,Sabrina514,Hahn503,,O'Reilly797,M,white,hispanic,F,Pasadena  California  US,325 Abshire Lane,Folsom,California,Sacramento County,6067.0,95742,38.603530829194526,-121.18606974877292,179483.93,385981.99,143646
073af20e-a2bc-0bab-abc9-04079e6369e1,2011-04-06,,999-29-4087,,,,Linsey338,Stephenie799,Koch169,,,,asian,nonhispanic,F,Lomita  California  US,605 Jones Lock Unit 95,San Francisco,California,San Francisco County,6075.0,94109,37.75089905579979,-122.40036249529705,76684.84,431508.36,131487
07dc885c-ecd0-5aca-17b0-860df2054d52,1971-09-29,1994-07-26,999-30-6689,S99911056,X7256908X,Mr.,Alberto639,Marco Antonio298,Vásquez905,,,,black,hispanic,M,Roseau  Saint George  DM,139 Waelchi Lane Apt 49,San Diego,California,San Diego County,6073.0,92103,32.884273361430274,-117.14918068168338,113477.7,0.0,50936
31cbde21-ce1f-614f-13b8-5ec24d09a5bb,1960-10-18,,999-18-9774,S99947477,X31578459X,Mr.,Erik495,Dwayne786,Reichert620,,,M,white,nonhispanic,M,Morro Bay  California  US,680 Connelly Village Apt 65,Redding,California,Shasta County,6089.0,96002,40.50957506968532,-122.3843851082915,204881.15,36472.05,70458
74c611cf-7d9d-8e71-3567-a83e9e09dd4e,2002-05-29,,999-92-2205,S99957850,X63351653X,Ms.,Elisa944,María José279,Báez684,,,,black,hispanic,F,Wesley  Saint Andrew Parish  DM,713 Stark Harbor Unit 41,San Bernardino,California,San Bernardino County,6071.0,92376,34.123497690894816,-117.326456049003,7157.22,475366.07,10131
1921db47-bfa5-b581-9cb8-ded33dc5b8bb,1978-12-14,,999-71-4312,S99926790,X18659855X,Mrs.,Audrea654,Dennise990,Huels583,,Fahey393,M,white,nonhispanic,F,Orange  California  US,812 Hahn Burg,Los Angeles,California,Los Angeles County,6037.0,90810,34.242470465506265,-118.67495195601512,425674.98,476281.54,67868
752be1d1-df8d-ef35-21f4-36a42067f04d,1954-01-04,,999-32-7384,S99950438,X85103674X,Mrs.,Youlanda785,,Paucek755,,Feeney44,M,white,nonhispanic,F,Valley Springs  California  US,398 Hammes Drive,Lompoc,California,Santa Barbara County,6083.0,93436,34.61112911850185,-120.3540316528003,440892.65,2119559.42,894027
bcd16783-9b0b-d9d9-8238-db5f04841e48,1994-11-10,,999-28-6210,S99965267,X67994302X,Mr.,Israel728,Lawrence741,Schmeler639,,,M,white,nonhispanic,M,Stockton  California  US,556 DuBuque Trace,Los Angeles,California,Los Angeles County,6037.0,90003,34.00356180926774,-118.4213250634381,7440.9,244732.3,19247
fc8b32fa-c7f7-9db4-9ead-ffd406603c3d,1939-09-16,,999-65-1654,S99989231,X70118544X,Mrs.,Suellen60,Flor713,Nikolaus26,,Grady603,D,asian,nonhispanic,F,South Gate  California  US,721 Luettgen Overpass,South Whittier,California,Los Angeles County,,0,33.96198087992611,-118.04874730098555,486047.0,2464706.61,24757
7a8cfc8a-8c97-1678-2e37-55e120b02344,1956-06-03,2024-11-17,999-11-1868,S99945674,X76634054X,Mr.,Bennie663,Keenan632,Gorczany269,,,W,other,nonhispanic,M,Fairfield  California  US,634 Legros Bypass Unit 43,Antioch,California,Contra Costa County,6013.0,94565,37.968499071419245,-121.80538640583336,170603.02,1353020.31,134320
860ce552-d352-8c8c-d9c4-448d38c87b64,2001-06-02,,999-99-9735,S99998160,X23331694X,Mr.,Modesto621,Jasper743,Reilly981,,,,white,nonhispanic,M,Fresno  California  US,679 Tillman Dam Unit 14,Bakersfield,California,Kern County,6029.0,93313,35.437291084993376,-118.99745323071232,8476.94,101940.38,35206
8416f1de-62b6-50ec-92f2-dbef84486fc0,1980-06-19,,999-73-1234,S99962617,X89877071X,Mrs.,Germaine912,Sharilyn202,Upton904,,Erdman779,D,white,nonhispanic,F,Los Angeles  California  US,497 Lesch Rest Suite 94,Modesto,California,Stanislaus County,6099.0,95319,37.61751995308986,-121.06542712118691,490907.61,951213.33,61305
8aca6268-8912-5f80-f5f5-4daaed0cdc8c,2007-12-22,,999-32-3246,S99996904,,Mr.,Elwood28,Lewis216,Orn563,,,,white,nonhispanic,M,Los Angeles  California  US,498 Aufderhar Divide Suite 21,Fresno,California,Fresno County,6019.0,93730,36.78809512340744,-119.79658147095768,3774.36,74059.2,14578
dfbb4acf-ee0a-475a-ed46-b2be2f79950c,1991-08-07,,999-51-5192,S99999154,X27501021X,Mr.,Manuel446,Teodoro374,Lira652,,,M,white,hispanic,M,La Paz  Baja California  MX,584 Blanda Center,Santa Ana,California,Orange County,6059.0,92614,33.80252206490333,-117.7967420766121,91500.5,293451.11,30330
eee07901-4604-def2-8c40-21200200a71e,1970-02-16,,999-56-1556,S99985156,X66547130X,Mrs.,María del Carmen27,Carla633,Aguilera202,,Barrios478,M,native,hispanic,F,Panama City  Panama  PA,236 Wilkinson View,Woodcrest,California,Riverside County,,0,33.881796076087355,-117.38649536433664,629325.11,297091.41,53522
f5faa83f-123f-6558-2efa-4fbf02c0e491,1969-07-28,,999-86-6283,S99948652,X4998588X,Mr.,Terence292,Vito638,Feeney44,,,S,asian,nonhispanic,M,Modesto  California  US,1056 Tillman Passage,Delano,California,Kern County,6029.0,93215,35.67898152177953,-119.43021750360133,591598.95,509724.56,55138
d6ff1c88-92d2-21d9-7717-699ec8e93389,1971-09-29,,999-25-8324,S99982811,X65900452X,Mr.,Horacio317,Jerónimo599,Corona300,,,M,black,hispanic,M,Marigot  Saint Andrew Parish  DM,243 Schaefer Way,San Diego,California,San Diego County,6073.0,91950,32.77823799678342,-117.12650158483837,658258.69,427851.87,50936
756dde81-3bfe-71a4-f5ed-7cfbb31fa9bd,2012-10-24,,999-77-3318,,,,Eldon28,Alvin56,Gleichner915,,,,white,nonhispanic,M,Corona  California  US,143 Goodwin Stravenue,Redwood City,California,San Mateo County,6081.0,94070,37.40004409252314,-122.33379805891624,40845.45,5006.86,69071
cb3dcc28-4153-c752-7009-316725cf7643,2006-08-11,,999-40-9592,S99943943,,Mr.,Zane918,Jim478,Stamm704,,,,native,nonhispanic,M,West Puente Valley  California  US,577 Predovic Drive Unit 10,Sunnyvale,California,Santa Clara County,6085.0,94086,37.41140588872573,-122.01637646207682,33868.1,40896.87,541317
9ecdacca-4577-b03d-8442-9dc70496ea3f,1996-11-18,,999-94-1026,S99967494,X35142864X,Ms.,Elidia194,Parthenia862,Walter473,,,S,white,nonhispanic,F,North Edwards  California  US,1009 Kreiger Park,Los Angeles,California,Los Angeles County,6037.0,90001,34.218152152175286,-118.42297946126074,75827.91,1284312.47,29006
b8e06af8-aba3-227f-e90e-650397f2a165,1988-05-04,,999-69-1375,S99988644,X5833211X,Mrs.,Mariana775,,Escalante498,,Iglesias873,M,white,hispanic,F,San Salvador  El Salvador  SV,460 Hoppe Divide Unit 48,Newport Beach,California,Orange County,6059.0,92617,33.569809847082226,-117.83530731711404,14818.41,1796460.93,9112
203024f2-1746-2dc4-9395-84a451fd6e05,1962-05-31,2020-05-23,999-30-1323,S99940155,X41402166X,Mrs.,Klara351,,Corwin846,,Stanton715,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,907 Farrell Run,Union City,California,Alameda County,6001.0,94587,37.61441606183324,-122.0555741823409,200068.73,891311.09,198489
d2e50b80-9155-08af-7b2b-85c7e73988e7,1993-08-05,2025-10-01,999-98-6116,S99966939,X5855818X,Mr.,Ramiro608,Ricardo560,Barragán638,,,M,white,hispanic,M,Bayamon  Puerto Rico  PR,922 Koss Lane,Commerce,California,Los Angeles County,6037.0,90058,34.01269496005299,-118.25369482840138,7788.65,191517.81,14071
9f22c9a9-4512-ce57-8039-3321935562e7,1969-10-27,,999-36-4188,S99932839,X89632165X,Ms.,Shizuko29,Sandra485,Glover433,,,S,white,nonhispanic,F,Los Angeles  California  US,286 Wilkinson Ramp,Los Angeles,California,Los Angeles County,6037.0,91402,33.953567884472704,-118.45712687984708,26292.7,1465193.04,16691
e7c1df33-b97c-04a5-fc81-7f33d58c70a0,2002-09-15,,999-59-1627,S99949608,X12160092X,Mr.,Fabian647,Freddy176,Block661,,,,white,nonhispanic,M,Campbell  California  US,183 Franecki Road Apt 67,Jurupa Valley,California,Riverside County,6065.0,92509,34.02268281602706,-117.40336696971524,103427.81,0.0,77312
225ffb04-bd7f-108c-fc86-8ebc91770b03,2010-02-08,,999-74-6089,S99971418,,,Margene509,,Altenwerth646,,,,white,hispanic,F,Simi Valley  California  US,946 Kuhn Spur,August,California,San Joaquin County,,0,38.01311225097429,-121.3057006948647,3164.04,54972.58,42909
c6873a89-46e5-83c8-4f9c-4645a3169a5d,2019-09-27,,999-25-9562,,,,Autumn454,Joannie32,Bartell116,,,,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,921 Feest Row,Berkeley,California,Alameda County,6001.0,94618,37.82644836753308,-122.28112169780124,11905.18,14070.26,137161
c2b41ca8-1f42-4cfc-3c1f-6b152c508e9f,1978-08-04,,999-52-5548,S99911707,X85084151X,Mr.,David908,Roberto515,Curiel392,,,S,white,hispanic,M,Caguas  Puerto Rico  PR,207 Bailey View,Fontana,California,San Bernardino County,6071.0,92316,34.05367920606128,-117.46582224000946,121984.88,0.0,72444
4f674ffe-fdd7-67e1-92ce-be85872c9828,2018-03-24,,999-81-8865,,,,Arthur650,Kermit56,Murray856,,,,white,nonhispanic,M,Kingsburg  California  US,1078 Feeney Road,Huntington Park,California,Los Angeles County,6037.0,90001,33.99019711412464,-118.22611548400616,2594.74,41841.59,21489
80a013e5-5972-28b3-29fa-723c364057ec,1974-04-09,,999-57-4959,S99975274,X31982774X,Mr.,Lacy523,Jeromy156,Rempel203,,,M,white,hispanic,M,South Gate  California  US,967 Mosciski Hollow Apt 10,Los Angeles,California,Los Angeles County,6037.0,90061,34.039793744627346,-118.43962436976608,196229.36,49214.85,55668
67e94371-fa6e-c076-e040-1e096bf683aa,1993-08-05,,999-18-5269,S99943594,X18745003X,Mr.,Clemente531,,Oquendo599,,,M,white,hispanic,M,Wesley  Saint Andrew Parish  DM,354 Brown Brook,Commerce,California,Los Angeles County,6037.0,90640,33.941163324822284,-118.18498957189954,6481.62,987257.16,14071
8dece15d-b7f9-f9f0-2454-3341005212f5,2025-06-25,,999-91-4851,,,,Adriene242,Idalia306,Abshire638,,,,white,nonhispanic,F,Highland  California  US,1000 Koepp Ferry Apt 29,Westmont,California,Los Angeles County,,0,33.95505287370782,-118.2951872124256,2085.82,2511.33,82406
cec2bbc7-2d3c-f287-9645-a7659de908e4,1990-07-03,,999-39-5256,S99972195,X61378136X,Mrs.,Raelene218,Hollie21,Yundt842,,Rosenbaum794,M,white,nonhispanic,F,Piedmont  California  US,585 Stracke Frontage road Apt 33,Riverside,California,Riverside County,6065.0,92507,33.838992407532864,-117.56674641280937,32411.03,114695.63,33558
b2eb4871-bf38-bf8d-dc3a-06f6c12f758e,1999-06-28,,999-72-8163,S99993584,X49588344X,Ms.,Lawanna610,Natosha194,Kunze215,,,,asian,nonhispanic,F,Seoul  Seoul  KR,281 Mann Alley,Richmond,California,Contra Costa County,6013.0,94805,37.94139874200769,-122.3965881254158,116351.86,32515.59,142557
89e594fb-51f1-3d84-6fe9-8069c770443f,1981-02-15,,999-51-1672,S99932775,X16171643X,Mrs.,Marine542,,Cassin499,,Tillman293,M,white,hispanic,F,Merced  California  US,108 Glover Dam Unit 11,Yucaipa,California,San Bernardino County,6071.0,92399,33.992882002090944,-116.97037589996889,245733.42,2110328.81,224155
126c7aba-7590-4801-1a48-c5deae127217,1981-03-14,,999-48-1744,S99933538,X71096991X,Mrs.,Almeda560,Sylvie540,Kub800,,Halvorson124,M,white,nonhispanic,F,San Jose  California  US,210 Ullrich Branch,Mill Valley,California,Marin County,6041.0,94941,37.96241480045681,-122.53739813368472,336207.59,1061996.47,337248
018a60dd-8e3b-7ebc-5461-99f080d95508,2022-05-05,,999-70-8462,,,,Charlesetta336,Evelia928,Conroy74,,,,white,nonhispanic,F,Livingston  California  US,248 Ledner Station,Cloverdale,California,Sonoma County,6097.0,95425,38.85519913490074,-123.10626429258387,7978.11,8584.51,104107
0c3e1302-f628-d0b2-09e8-89d0581e8cce,1956-06-03,,999-13-1153,S99940116,X69541653X,Mr.,Ezra452,,Ward668,,,M,other,nonhispanic,M,Los Angeles  California  US,347 Russel Mission,Antioch,California,Contra Costa County,6013.0,94509,37.94438994382225,-121.8213228169224,247851.07,139528.15,134320
8f92dee5-f6a9-c6f2-6f27-5668f4955467,2014-11-22,,999-65-5422,,,,Ashly243,Darci883,Mertz280,,,,asian,hispanic,F,King City  California  US,276 Feest Parade,Los Angeles,California,Los Angeles County,6037.0,91352,34.07778662840354,-118.25475682373748,2125.43,38490.84,16374
c236f42f-ed57-e303-88d1-914e220ca528,2024-10-10,,999-21-5232,,,,Ricardo560,,Howell947,,,,white,nonhispanic,M,Fresno  California  US,657 Muller Ville Suite 91,San Jose,California,Santa Clara County,6085.0,95050,37.385172450481775,-121.79868650072946,3786.49,3535.32,457520
ba7ff806-75ec-3eeb-8b90-8e00e7a8a249,2009-01-12,,999-49-3457,S99994075,,,Andre610,Yessenia339,Barrows492,,,,white,nonhispanic,F,Torrance  California  US,347 Huel Row Unit 81,Richmond,California,Contra Costa County,6013.0,94530,37.9181109497993,-122.34849558582494,3220.45,78472.09,33580
521fd40e-2660-9efd-8568-5854c5e61e3a,2019-11-17,,999-43-8975,,,,Solange45,,Hills818,,,,white,nonhispanic,F,Banning  California  US,612 Balistreri Mill,South San Francisco,California,San Mateo County,6081.0,94005,37.60634431248647,-122.38955587881944,1400.0,16203.35,1987
c967dd04-8498-3933-a5b1-6012e1463c4d,1986-08-31,,999-19-7950,S99943769,X18852075X,Mrs.,Zulema784,Carissa540,Cummerata161,,Bode78,M,white,nonhispanic,F,Oxnard  California  US,234 Reilly Path Apt 81,Newport Beach,California,Orange County,6059.0,92612,33.59792693951889,-117.8789592918696,464888.35,723166.17,50861
2fb43a37-adb8-5921-10fc-7ea9b8def129,1962-05-31,,999-63-5528,S99955326,X48363615X,Mrs.,Latrisha74,Goldie436,Koss676,,Koepp521,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,666 Raynor Extension Suite 34,Union City,California,Alameda County,6001.0,94552,37.63847598190954,-122.01304431598756,371039.99,1349724.67,198489
435cf050-584c-bfe2-c44b-b53c635f76a0,1952-09-01,2021-01-11,999-84-4034,S99925229,X77092217X,Mrs.,Minh326,Beverly445,Heidenreich818,,Armstrong51,D,white,hispanic,F,West Hollywood  California  US,243 Conn Underpass Apt 67,Grover Beach,California,San Luis Obispo County,6079.0,93445,35.09326759828406,-120.570979361582,29554.07,2120329.27,12864
5f7fc3fc-ebfd-373f-9363-6cb1e448e64e,1995-04-22,,999-70-7536,S99917469,X54108849X,Mrs.,Andrea7,,Arce139,,Montero62,M,native,hispanic,F,Carolina  Puerto Rico  PR,431 Heathcote Alley Unit 3,Fresno,California,Fresno County,6019.0,93726,36.898517124001934,-119.76049664706778,180603.94,375396.6,741023
de29f0a3-c11e-9725-e2e9-17cef4412b14,1995-11-24,,999-39-7811,S99995578,X57097061X,Mrs.,Eric487,Enola75,Witting912,,Hilpert278,M,white,nonhispanic,F,Rosemead  California  US,305 Kuvalis Dam,Ontario,California,San Bernardino County,6071.0,91762,33.96281800294899,-117.6792431366618,133998.95,420597.43,99695
a4c80369-25d6-112b-ba1a-7f166870f065,1970-10-25,,999-91-6836,S99940683,X46849556X,Mrs.,Magdalene960,Doria135,Dooley940,,Cruickshank494,M,white,hispanic,F,Antelope  California  US,1045 Dickens Camp,Los Angeles,California,Los Angeles County,6037.0,91330,34.06740506145518,-118.48129883098473,1112636.48,475712.12,58223
e9a37156-eb26-b540-1e72-50cc3c514309,2006-05-28,,999-24-5848,S99965739,,Ms.,Shay725,Alla648,Schiller186,,,,hawaiian,nonhispanic,F,Grass Valley  California  US,179 Wunsch Divide Suite 26,Modesto,California,Stanislaus County,6099.0,95350,37.66914176427348,-120.87063229705949,55025.57,16603.59,103648
805751a6-1daa-93f0-352b-1e25a5a13c46,1998-06-22,,999-94-8435,S99939302,X5253557X,Ms.,Cherilyn114,Marjory382,O'Conner199,,,,white,nonhispanic,F,Dixon  California  US,542 Bauch Underpass,Rocklin,California,Placer County,6061.0,95765,38.90513120570644,-121.13819698315564,73341.12,1624412.49,35812
e6f56dad-961b-6911-3479-4d3e366928fa,1952-12-03,,999-45-3629,S99963860,X19694224X,Mr.,Barry322,Eloy929,Bernier607,,,M,asian,nonhispanic,M,San Francisco  California  US,753 Volkman Ferry Suite 80,Garden Grove,California,Orange County,6059.0,92845,33.829025240504215,-117.9664200423526,21212.18,1758218.04,17804
96b317f9-2fe6-da29-9ec8-34d444ee0caf,1984-10-11,,999-51-8484,S99977014,X83311030X,Mr.,Willard975,Kristofer887,Olson653,,,S,white,nonhispanic,M,Costa Mesa  California  US,636 Hettinger Throughway Apt 34,Santa Ana,California,Orange County,6059.0,92703,33.785210173057294,-117.86320992175612,126920.15,0.0,74961
539fe064-c49c-fae3-0302-ba51402dff9b,1985-04-14,,999-44-2729,S99950210,X12651562X,Mrs.,Tameka381,Dorian295,Graham902,,Pagac496,M,white,nonhispanic,F,Clovis  California  US,821 Bashirian Camp Apt 38,Los Angeles,California,Los Angeles County,6037.0,90025,33.935737630921786,-118.41287045868545,218315.59,1008988.94,38971
01c58328-128f-725a-a5af-9f2d555d0566,2008-09-15,,999-53-4585,S99977574,,,Teresa94,Marisol435,Nevárez403,,,,black,hispanic,F,Roseau  Saint George  DM,437 Kunze Dam Suite 42,Fontana,California,San Bernardino County,6071.0,92377,34.10139580418792,-117.35210188010254,57374.44,9540.85,93376
5d4ecc8b-4af7-279b-2036-9cfc84d8ae9a,1973-05-20,,999-55-5985,S99971230,X66882947X,Mr.,Emmanuel930,Denver542,Skiles927,,,W,hawaiian,hispanic,M,Los Angeles  California  US,167 Hand Way Suite 10,Pomona,California,Los Angeles County,6037.0,91765,34.01369864934559,-117.84103467210365,115689.29,259296.43,27265
a0735f82-1582-d7cf-9a14-355c1ec54dbd,1980-07-13,,999-28-2327,S99968004,X36488575X,Mrs.,Doreen575,Nicolle442,Cremin516,,Sawayn19,M,white,nonhispanic,F,La Presa  California  US,870 Tillman Track,Bakersfield,California,Kern County,6029.0,93306,35.364570237738505,-118.99363738905824,830094.19,829814.74,113908
06d417f4-6628-8950-a937-db0bf1ad2f35,1970-07-12,,999-11-7329,S99943865,X20043200X,Mrs.,Deb577,Shizuko29,Volkman526,,Bechtelar572,M,asian,nonhispanic,F,Bangalore  Karnataka  IN,840 Torphy Wall,La Puente,California,Los Angeles County,6037.0,91744,34.06370914621397,-118.00253969470316,30057.45,1318778.48,14284
8dd693e4-a5fb-cb59-2b65-c9f9f5a0316c,2025-01-20,,999-43-6045,,,,Van763,Kirby843,Crona259,,,,white,nonhispanic,M,San Mateo  California  US,676 Treutel Track Unit 0,Richfield,California,Tehama County,,0,39.9691037963071,-122.12851064734036,12923.24,1102.85,140788
11e7fdc9-07a1-3ab1-e899-36be7cfcd55c,1988-01-11,,999-75-8029,S99921107,X38454431X,Mr.,Rich940,,Kautzer186,,,D,white,hispanic,M,Silver Lakes  California  US,915 Wiza Landing Apt 74,Watsonville,California,Santa Cruz County,6087.0,95076,36.93775748267004,-121.76401386740498,11004.18,1060887.94,2549
31634c4e-dffe-8bb1-fb5d-ab281229dfcc,1996-06-19,,999-66-5722,S99916411,X68105914X,Mr.,Adan632,Carey440,Legros616,,,M,white,nonhispanic,M,Los Altos  California  US,179 Koch Walk,Los Angeles,California,Los Angeles County,6037.0,90011,33.83683500351193,-118.20491940102328,67707.18,122075.65,33163
cbdb70c8-c32f-c143-8138-121aa58b6e22,1970-09-17,,999-53-7330,S99984294,X11444750X,Ms.,Thuy136,Carola944,Hills818,,,S,white,nonhispanic,F,East Los Angeles  California  US,315 Schaefer Trace,Bakersfield,California,Kern County,6029.0,93304,35.314202653162816,-119.03094939398244,115500.99,1816000.5,30244
b0e5c758-79af-e2e7-a1c3-bce493622f96,1996-08-23,,999-45-3417,S99921990,X4908822X,Mr.,Luis923,Manuel446,Olivares593,,,M,asian,hispanic,M,Caracas  Capital District  VE,744 Marquardt Route,Livermore,California,Alameda County,6001.0,94551,37.80140107099489,-121.8621761422744,138275.54,692415.04,996413
9be16b2f-98b8-bf1c-7e71-6c5910ebd16b,1996-06-23,,999-86-8599,S99952984,X65672115X,Mrs.,Juan88,Yadira684,Bergstrom287,,Towne435,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,299 Senger Brook,Yuba City,California,Sutter County,6101.0,95993,39.16246437554891,-121.5998035354258,8553.75,315139.5,21471
d3ddbeab-8342-4bf6-1b13-6e9ea1f14747,1964-08-24,,999-18-5677,S99999932,X25732428X,Mrs.,Maricarmen445,María Soledad68,Cabrera242,,Armendáriz135,M,white,hispanic,F,Port-au-Prince  Haiti  HT,601 Predovic Brook Apt 1,Avenal,California,Kings County,6031.0,93239,35.999977179911724,-120.09466972192274,427592.68,1131077.57,28105
a8e0bd64-a4cf-189f-762a-9604dcd1dedb,2002-01-21,,999-14-8596,S99950941,X75818211X,Ms.,Agripina633,,Weber641,,,,white,nonhispanic,F,Compton  California  US,457 Carroll Station Suite 84,Lake Don Pedro,California,Mariposa County,,0,37.61802124039762,-120.37509543703192,20414.77,1297125.84,158593
35575d84-b3cc-c291-af9b-a658efeec236,1952-09-01,2015-03-20,999-62-3487,S99958074,X27783636X,Mrs.,Martine382,Imogene688,VonRueden376,,Bradtke547,M,white,hispanic,F,Los Angeles  California  US,255 O'Conner Viaduct,Grover Beach,California,San Luis Obispo County,6079.0,93445,35.09397887619157,-120.62742920851908,27641.68,1922560.0,12864
1c00de72-e89a-e31e-3a98-a2008df7340f,1992-02-23,1995-05-07,999-26-2886,,,,Gale827,,Jacobi462,,,,white,hispanic,M,Lemoore Station  California  US,716 Goyette Trace Suite 60,Burbank,California,Los Angeles County,6037.0,91605,34.22012958375552,-118.36719183425976,4474.45,41774.8,472288
02688de0-7394-0b9c-aabb-32588914c414,1989-08-13,,999-52-6162,S99995477,X89573236X,Mr.,Lemuel304,Roberto515,Runte676,,,M,white,nonhispanic,M,Los Angeles  California  US,836 Gleichner Road Suite 75,La Presa,California,San Diego County,,0,32.7377949161324,-117.02103186998649,80727.03,49386.6,144469
6096b30d-df34-a2dc-2d30-8d1976095acf,2010-12-21,,999-31-5952,,,,Anjanette878,Geraldine667,Cassin499,,,,white,nonhispanic,F,Carmichael  California  US,250 Brekke Flat Unit 19,Woodville,California,Tulare County,6107.0,93257,35.97790700420028,-118.82212192915976,2700.0,54195.95,12106
785c9376-a59e-bc9a-4f2e-46cd74a502b6,1989-03-23,,999-79-5364,S99973427,X52335669X,Mrs.,Evelina828,Jacquiline133,Yost751,,Ziemann98,M,white,nonhispanic,F,Nice  Provence-Alpes-Cote d'Azur  FR,787 Herman Neck Unit 32,Porterville,California,Tulare County,6107.0,93257,35.95543006706903,-118.8151258169434,541471.23,244956.67,66519
689a0fe2-0e0c-ae3f-03e5-60490ebe8183,1966-09-13,,999-51-5163,S99952079,X65794388X,Mrs.,Denise470,Brittani427,Sporer811,,Windler79,M,white,hispanic,F,Sebastopol  California  US,894 Fisher Trail,Antioch,California,Contra Costa County,6013.0,94565,37.89242379010505,-121.63345514329978,548113.57,1367795.51,136314
dba57dbb-605b-ae11-68bc-a6fcf8c9f0fc,1983-05-03,,999-21-4356,S99998747,X29115600X,Mr.,Arnoldo445,Nathaniel596,Kirlin939,,,M,white,nonhispanic,M,Hawthorne  California  US,517 Bernier Glen Apt 16,Lemon Hill,California,Sacramento County,,0,38.48274799163042,-121.47654924438577,9882.24,270997.58,12184
0b67a30e-1d3f-6806-6534-243ef2ce7880,1960-09-08,,999-23-6032,S99948088,X26253498X,Mrs.,Cruz300,Gabriela205,Yundt842,,Nader710,D,white,nonhispanic,F,Los Altos  California  US,250 Fisher Ville Suite 56,Oakland,California,Alameda County,6001.0,94611,37.88476751604712,-122.2425849968785,882006.33,774335.48,69930
cc10eeb8-cd58-b42a-0eb3-cb7bfab859c8,1999-03-30,,999-16-4850,S99950809,X62686738X,Ms.,Guadalupe206,Alejandra902,Galván169,,,,white,hispanic,F,San Salvador  El Salvador  SV,127 Windler Lock,Oxnard,California,Ventura County,6111.0,93030,34.22298214008453,-119.2529156339007,78186.5,215102.11,83036
f541b85a-b150-edb6-f77c-41f4da0b366b,1992-02-23,,999-68-5482,S99972846,X17936108X,Mr.,Jon665,Leopoldo762,Spencer878,,,M,white,hispanic,M,Tulare  California  US,153 Rutherford Ramp,Burbank,California,Los Angeles County,6037.0,91506,34.14051366336032,-118.28335405281268,74840.18,76591.05,472288
4232a29c-6f3a-3635-494a-eda946e9f088,1943-09-23,2019-01-13,999-50-3895,S99961608,X39842817X,Mr.,Solomon675,,Buckridge80,,,D,black,nonhispanic,M,Hawthorne  California  US,414 Romaguera Corner,Elk Grove,California,Sacramento County,6067.0,95758,38.43005887348339,-121.33678618906728,233642.98,1236491.2,199849
d808ce9e-dd37-3927-df02-2ed58fa6f494,2024-01-28,,999-62-1123,,,,Steven797,Joshua658,Mante251,,,,white,nonhispanic,M,San Francisco  California  US,662 Quitzon Dam Suite 32,San Jose,California,Santa Clara County,6085.0,95121,37.37934103097964,-121.955272386003,3872.74,3826.95,120738
ba30f2ba-331e-d8ad-3931-4ce94498a23c,2012-11-10,,999-16-4034,,,,Leeanne840,Rachelle804,Abbott774,,,,white,nonhispanic,F,Alhambra  California  US,863 Mertz Camp,Carson,California,Los Angeles County,6037.0,90248,33.781462353360745,-118.30908794318093,2500.0,54816.21,29827
d0fd389a-f59e-1910-4a23-60928ccb85d3,1960-06-22,,999-37-2649,S99980379,X15964187X,Mrs.,Brandy18,,Strosin214,,Rogahn59,M,white,nonhispanic,F,Los Angeles  California  US,739 Morissette Fort Unit 40,San Diego,California,San Diego County,6073.0,92145,32.869928159141054,-117.12334702106878,142145.11,459568.76,440637
66519e2f-6184-a8d9-aa1a-ccd3103b842c,1972-03-25,,999-48-7630,S99984842,X33589122X,Mr.,Jaime666,,Rocha983,,,D,asian,hispanic,M,Kingston  Kingston  JM,820 Yundt Trailer,Beverly Hills,California,Los Angeles County,6037.0,90212,34.082821686971066,-118.42006019057524,8932.29,181550.95,1074
4ddba58f-a669-77e0-0cc5-c0361237d08e,1968-02-05,2020-09-28,999-96-9982,S99944613,X2761460X,Mr.,Ricardo560,Norberto865,Barrows492,,,M,white,nonhispanic,M,Glendora  California  US,288 Borer Vale,Oxnard,California,Ventura County,6111.0,93030,34.19116495551901,-119.26547333097696,140328.58,641220.07,37419
2c77875f-af41-a884-b586-54fcd7a45724,1961-03-24,,999-16-2098,S99968788,X71122785X,Mr.,Brain142,Isaac321,Langosh790,,,M,white,nonhispanic,M,Avalon  California  US,790 Schuster Ville Apt 16,Fairfield,California,Solano County,6095.0,94585,38.31146704917977,-121.92322380339684,146581.07,294648.76,37906
